unique_identifier,timestamp,price
BTC-AUD,1557151841432523,557683
BTC-AUD,1557151841432523,557683
BTC-AUD,1557151841432523,557682
LTC-AUD,1557151843101539,7470
LTC-AUD,1557151843347532,7666
LTC-AUD,1557151843572531,7470
LTC-AUD,1557151843572532,7470
LTC-AUD,1557151843603532,7470
ETH-AUD,1557151843604543,18200
LTC-AUD,1557151843625531,7666
LTC-AUD,1557151843689532,7666
ETH-AUD,1557151843714531,18200
LTC-AUD,1557151843718532,7666
ZEC-AUD,1557151844608554,6409
ZEC-AUD,1557151844781535,6409
ETH-AUD,1557151844861544,18652
ZEC-AUD,1557151845110540,6436
ETH-AUD,1557151845079537,18652
ETH-AUD,1557151845079537,18652
BTC-AUD,1557151845369539,559913
ETH-AUD,1557151845369550,18688
BTC-AUD,1557151845612556,566139
ZEC-AUD,1557151845681539,6436
ZEC-AUD,1557151845681540,6436
ZEC-AUD,1557151845681541,6436
ETH-AUD,1557151845716539,18688
ETH-AUD,1557151845716539,18688
BTC-AUD,1557151845722540,559913
BTC-AUD,1557151845722540,559913
BTC-AUD,1557151845788539,566139
ETH-AUD,1557151846901560,18661
ETH-AUD,1557151847197545,18661
ETH-AUD,1557151847384547,18661
ETH-AUD,1557151847668555,18218
BTC-AUD,1557151847668560,566134
ETH-AUD,1557151847830548,18218
ETH-AUD,1557151847830549,18661
ETH-AUD,1557151847830549,18218
ETH-AUD,1557151847830548,18218
BTC-AUD,1557151847847552,566134
BTC-AUD,1557151847847553,566134
BTC-AUD,1557151847847554,566134
BTC-AUD,1557151847940553,559362
ETH-AUD,1557151847940568,18683
BTC-AUD,1557151848316549,559362
BTC-AUD,1557151848316549,559362
ETH-AUD,1557151848425550,18683
ETH-AUD,1557151848425551,18683
ETH-AUD,1557151848425552,18683
ETH-AUD,1557151848441558,18670
BTC-AUD,1557151848671568,565563
ETH-AUD,1557151848807551,18670
ETH-AUD,1557151848807551,18670
BTC-AUD,1557151848947552,565563
BTC-AUD,1557151848947553,565563
BTC-AUD,1557151848947554,565563
BTC-AUD,1557151850177558,564985
BTC-AUD,1557151850177566,564987
LTC-AUD,1557151850451572,7676
BTC-AUD,1557151850536558,564985
LTC-AUD,1557151850539558,7676
LTC-AUD,1557151850539558,7676
BTC-AUD,1557151850589559,564985
BTC-AUD,1557151850635560,564985
ZEC-AUD,1557151851461569,6719
LTC-AUD,1557151851461572,7656
ZEC-AUD,1557151851534562,6719
ZEC-AUD,1557151851534562,6719
LTC-AUD,1557151851542562,7656
LTC-AUD,1557151851542562,7656
ZEC-AUD,1557151852182568,6418
ZEC-AUD,1557151852483566,6418
LTC-AUD,1557151852478568,7682
ETH-AUD,1557151852478574,18616
ETH-AUD,1557151852572568,18616
LTC-AUD,1557151852572566,7682
ZEC-AUD,1557151852981583,6731
ZEC-AUD,1557151853081568,6731
ZEC-AUD,1557151853081569,6731
LTC-AUD,1557151853483588,7656
LTC-AUD,1557151853554570,7656
LTC-AUD,1557151853554570,7656
LTC-AUD,1557151854000574,7672
LTC-AUD,1557151854089572,7672
LTC-AUD,1557151854089572,7672
BTC-AUD,1557151854187578,564996
BTC-AUD,1557151854464574,564996
BTC-AUD,1557151854464574,564996
ZEC-AUD,1557151854501585,6714
ETH-AUD,1557151854600576,18616
ETH-AUD,1557151854601575,18616
ZEC-AUD,1557151854604574,6714
ZEC-AUD,1557151854604575,6714
ZEC-AUD,1557151855002579,6716
ZEC-AUD,1557151855080576,6716
ZEC-AUD,1557151855080576,6716
ZEC-AUD,1557151855210584,6420
LTC-AUD,1557151855210595,7433
LTC-AUD,1557151855435578,7433
LTC-AUD,1557151855435578,7433
ZEC-AUD,1557151855443577,6420
ZEC-AUD,1557151855443578,6714
ZEC-AUD,1557151855443578,6420
ZEC-AUD,1557151855517579,6714
ZEC-AUD,1557151856007587,6743
ZEC-AUD,1557151856086580,6743
ETH-AUD,1557151856216593,18392
BTC-AUD,1557151856511599,559346
BTC-AUD,1557151856763583,559346
BTC-AUD,1557151856763584,559346
BTC-AUD,1557151856763585,559346
ZEC-AUD,1557151857017603,6738
ZEC-AUD,1557151857119584,6738
ZEC-AUD,1557151857119584,6738
LTC-AUD,1557151857218594,7449
ZEC-AUD,1557151858149591,6729
ZEC-AUD,1557151858546593,6739
ZEC-AUD,1557151858694590,6739
ZEC-AUD,1557151858694590,6739
ZEC-AUD,1557151859051595,6736
ZEC-AUD,1557151859132592,6736
LTC-AUD,1557151859225594,7421
ETH-AUD,1557151859574602,18615
LTC-AUD,1557151859574608,7666
LTC-AUD,1557151859694598,7666
LTC-AUD,1557151859694599,7666
LTC-AUD,1557151859694600,7666
ETH-AUD,1557151859696595,18615
ETH-AUD,1557151859696596,18615
ETH-AUD,1557151859727598,18357
BTC-AUD,1557151859727607,564977
ETH-AUD,1557151860078612,18637
BTC-AUD,1557151860078613,562159
BTC-AUD,1557151860203596,562159
ETH-AUD,1557151860222596,18637
ETH-AUD,1557151860222596,18637
LTC-AUD,1557151860229598,7435
LTC-AUD,1557151860229602,7422
BTC-AUD,1557151860347599,562159
LTC-AUD,1557151860377597,7422
LTC-AUD,1557151860377598,7422
LTC-AUD,1557151860377599,7422
LTC-AUD,1557151860377600,7422
ETH-AUD,1557151860580610,18615
ETH-AUD,1557151860672598,18615
ETH-AUD,1557151860672598,18615
ETH-AUD,1557151860732618,18384
ETH-AUD,1557151860835599,18384
ETH-AUD,1557151860835599,18384
BTC-AUD,1557151861080605,562148
LTC-AUD,1557151861168602,7682
BTC-AUD,1557151861170602,562148
BTC-AUD,1557151861170602,562148
ZEC-AUD,1557151861237603,6400
BTC-AUD,1557151861581607,561572
ZEC-AUD,1557151861677602,6400
ZEC-AUD,1557151861677602,6400
BTC-AUD,1557151861739611,564991
BTC-AUD,1557151861745602,561572
BTC-AUD,1557151861855604,564991
BTC-AUD,1557151862011606,562159
BTC-AUD,1557151862162605,561572
ETH-AUD,1557151862247608,18421
ETH-AUD,1557151862247616,18420
BTC-AUD,1557151862247617,565563
BTC-AUD,1557151862303606,562159
BTC-AUD,1557151862427605,565563
BTC-AUD,1557151862427605,565563
ETH-AUD,1557151862459605,18421
ETH-AUD,1557151862459605,18421
ETH-AUD,1557151862459605,18420
ETH-AUD,1557151862459605,18420
ZEC-AUD,1557151862748617,6406
ZEC-AUD,1557151862838607,6406
ZEC-AUD,1557151862838608,6406
ZEC-AUD,1557151862838609,6406
ZEC-AUD,1557151862838610,6406
BTC-AUD,1557151863091613,561000
BTC-AUD,1557151863234608,561000
ZEC-AUD,1557151863386614,6418
ZEC-AUD,1557151863400610,6418
BTC-AUD,1557151864104621,561562
BTC-AUD,1557151864104625,561575
BTC-AUD,1557151864235612,561562
BTC-AUD,1557151864235612,561562
LTC-AUD,1557151864259614,7435
BTC-AUD,1557151864279612,561575
LTC-AUD,1557151864344613,7435
ZEC-AUD,1557151864604621,6712
LTC-AUD,1557151864604624,7669
BTC-AUD,1557151864709616,561575
LTC-AUD,1557151864736614,7669
LTC-AUD,1557151864736614,7669
ETH-AUD,1557151864759618,18444
BTC-AUD,1557151864870616,561575
ZEC-AUD,1557151864907615,6712
ZEC-AUD,1557151864907615,6712
ETH-AUD,1557151864962615,18444
BTC-AUD,1557151865609635,559902
LTC-AUD,1557151865609636,7653
ZEC-AUD,1557151865609637,6714
ZEC-AUD,1557151865769629,6409
ZEC-AUD,1557151865958620,6714
ZEC-AUD,1557151865958620,6714
BTC-AUD,1557151865960619,559902
BTC-AUD,1557151865960620,559902
BTC-AUD,1557151865960621,561000
BTC-AUD,1557151865960621,559902
BTC-AUD,1557151865960622,559902
LTC-AUD,1557151866124622,7653
LTC-AUD,1557151866124622,7653
ZEC-AUD,1557151866170621,6409
ZEC-AUD,1557151866170622,6409
ZEC-AUD,1557151866170623,6409
ZEC-AUD,1557151866170624,6409
ZEC-AUD,1557151866170625,6409
ZEC-AUD,1557151866283627,6397
ZEC-AUD,1557151866610623,6397
ZEC-AUD,1557151866610623,6397
LTC-AUD,1557151866613639,7659
ZEC-AUD,1557151866784633,6418
ZEC-AUD,1557151866784637,6398
LTC-AUD,1557151866792625,7659
LTC-AUD,1557151866792626,7659
ZEC-AUD,1557151866899623,6418
ZEC-AUD,1557151866899624,6418
ZEC-AUD,1557151866899624,6398
LTC-AUD,1557151866934624,7659
LTC-AUD,1557151867789644,7441
ETH-AUD,1557151868119631,18569
ETH-AUD,1557151868119635,18561
ETH-AUD,1557151868292644,18410
LTC-AUD,1557151868438629,7441
LTC-AUD,1557151868438629,7441
ETH-AUD,1557151868455629,18569
ETH-AUD,1557151868455629,18569
ETH-AUD,1557151868455629,18561
ETH-AUD,1557151868455629,18561
ETH-AUD,1557151868564629,18410
ETH-AUD,1557151868564630,18410
ZEC-AUD,1557151869128634,6735
LTC-AUD,1557151869298638,7467
ETH-AUD,1557151869298640,18447
BTC-AUD,1557151869298645,563855
LTC-AUD,1557151869298650,7444
ZEC-AUD,1557151869357632,6735
ETH-AUD,1557151869409632,18447
ETH-AUD,1557151869409633,18447
LTC-AUD,1557151869413633,7467
LTC-AUD,1557151869413634,7467
LTC-AUD,1557151869413634,7444
LTC-AUD,1557151869413634,7444
BTC-AUD,1557151869506633,563855
ZEC-AUD,1557151869635648,6751
ZEC-AUD,1557151869801634,6751
LTC-AUD,1557151869907635,7467
BTC-AUD,1557151870011637,563855
ETH-AUD,1557151869955636,18447
BTC-AUD,1557151870038636,563855
ETH-AUD,1557151870048636,18447
ETH-AUD,1557151870149647,18612
LTC-AUD,1557151870300638,7446
ETH-AUD,1557151870411636,18612
BTC-AUD,1557151870650650,561011
ZEC-AUD,1557151870801649,6404
LTC-AUD,1557151871152657,7642
BTC-AUD,1557151871304653,563288
BTC-AUD,1557151871304657,563273
BTC-AUD,1557151871465642,561011
BTC-AUD,1557151871465643,561011
BTC-AUD,1557151871465642,561011
ETH-AUD,1557151871499644,18612
LTC-AUD,1557151871530641,7642
LTC-AUD,1557151871530642,7642
LTC-AUD,1557151871530641,7642
ZEC-AUD,1557151871566641,6404
BTC-AUD,1557151871570642,563288
BTC-AUD,1557151871570642,563288
BTC-AUD,1557151871570642,563273
BTC-AUD,1557151871571643,563273
BTC-AUD,1557151871753643,563273
ETH-AUD,1557151871896643,18612
LTC-AUD,1557151872155649,7650
LTC-AUD,1557151872299644,7650
LTC-AUD,1557151872446645,7650
ETH-AUD,1557151872808654,18446
ETH-AUD,1557151873159651,18689
ETH-AUD,1557151873304648,18446
ETH-AUD,1557151873304648,18446
ETH-AUD,1557151873309656,18448
BTC-AUD,1557151873309665,562724
ETH-AUD,1557151873374648,18689
ETH-AUD,1557151873374649,18689
ETH-AUD,1557151873374650,18689
ZEC-AUD,1557151873575651,6735
ETH-AUD,1557151873755650,18448
ZEC-AUD,1557151873665656,6721
ZEC-AUD,1557151873665660,6725
LTC-AUD,1557151873665663,7659
BTC-AUD,1557151873665666,562691
LTC-AUD,1557151873665667,7659
BTC-AUD,1557151873520649,562724
LTC-AUD,1557151873811656,7460
LTC-AUD,1557151874114651,7659
LTC-AUD,1557151874114651,7659
LTC-AUD,1557151874114651,7659
BTC-AUD,1557151874126651,562691
BTC-AUD,1557151874126651,562691
ZEC-AUD,1557151874121651,6721
ZEC-AUD,1557151874121651,6725
ZEC-AUD,1557151874149653,6725
BTC-AUD,1557151874205655,562724
BTC-AUD,1557151874205656,562724
ZEC-AUD,1557151874196652,6725
ZEC-AUD,1557151874196655,6721
ZEC-AUD,1557151874196656,6721
ZEC-AUD,1557151874198654,6409
ETH-AUD,1557151874219652,18448
LTC-AUD,1557151874219651,7460
ETH-AUD,1557151874313656,18405
ZEC-AUD,1557151874442653,6409
ETH-AUD,1557151874503653,18405
ETH-AUD,1557151874503653,18405
ETH-AUD,1557151874673657,18697
ETH-AUD,1557151874791654,18697
ETH-AUD,1557151874791654,18697
ZEC-AUD,1557151874816673,6416
BTC-AUD,1557151875174668,563239
ZEC-AUD,1557151875493656,6416
ZEC-AUD,1557151875493656,6416
ZEC-AUD,1557151875493657,6409
BTC-AUD,1557151875519657,563239
ETH-AUD,1557151876180671,18697
ETH-AUD,1557151876277660,18697
ZEC-AUD,1557151876322679,6397
ZEC-AUD,1557151876428661,6397
BTC-AUD,1557151876823663,563832
BTC-AUD,1557151877063663,563832
BTC-AUD,1557151877063663,563832
ETH-AUD,1557151877324668,18430
BTC-AUD,1557151877446665,563855
ETH-AUD,1557151877512664,18430
BTC-AUD,1557151877685674,563816
BTC-AUD,1557151877928666,563816
BTC-AUD,1557151877928667,563816
BTC-AUD,1557151877928668,563816
LTC-AUD,1557151878186669,7666
ETH-AUD,1557151878275669,18430
LTC-AUD,1557151878275667,7666
LTC-AUD,1557151878275667,7666
LTC-AUD,1557151878327682,7469
LTC-AUD,1557151878327686,7451
LTC-AUD,1557151878565669,7469
LTC-AUD,1557151878565669,7451
LTC-AUD,1557151878565669,7451
LTC-AUD,1557151878686675,7652
ZEC-AUD,1557151878686676,6730
ZEC-AUD,1557151878686680,6722
LTC-AUD,1557151878757669,7652
LTC-AUD,1557151878757670,7652
LTC-AUD,1557151878757669,7652
ZEC-AUD,1557151878771669,6730
ZEC-AUD,1557151878771669,6730
ZEC-AUD,1557151878771669,6722
LTC-AUD,1557151878832676,7455
LTC-AUD,1557151878939670,7455
LTC-AUD,1557151878939670,7455
ZEC-AUD,1557151879701680,6723
ETH-AUD,1557151880202695,18635
ZEC-AUD,1557151880426677,6722
ZEC-AUD,1557151880453676,6723
ETH-AUD,1557151880458678,18635
ETH-AUD,1557151880458678,18635
ZEC-AUD,1557151880521677,6723
ZEC-AUD,1557151880521678,6723
ZEC-AUD,1557151881166681,6401
ZEC-AUD,1557151881478682,6401
ZEC-AUD,1557151882357698,6370
ZEC-AUD,1557151882526684,6370
ZEC-AUD,1557151882526685,6370
ZEC-AUD,1557151883018690,6398
ZEC-AUD,1557151883019687,6398
BTC-AUD,1557151883227704,563806
ETH-AUD,1557151883361691,18402
BTC-AUD,1557151883361692,564966
ETH-AUD,1557151883361695,18403
BTC-AUD,1557151883528688,563806
BTC-AUD,1557151883528688,563806
BTC-AUD,1557151883528688,564966
ETH-AUD,1557151883530688,18402
ETH-AUD,1557151883530688,18403
ETH-AUD,1557151883530688,18403
ZEC-AUD,1557151883583693,6397
BTC-AUD,1557151883728690,564356
ETH-AUD,1557151883728697,18693
BTC-AUD,1557151883820689,564356
BTC-AUD,1557151883820689,564356
ETH-AUD,1557151883816693,18693
ETH-AUD,1557151883816694,18693
LTC-AUD,1557151883863695,7470
LTC-AUD,1557151884228705,7605
ETH-AUD,1557151884228707,18680
LTC-AUD,1557151884254691,7470
LTC-AUD,1557151884254691,7470
ETH-AUD,1557151884296691,18680
ETH-AUD,1557151884296691,18680
LTC-AUD,1557151884321691,7605
LTC-AUD,1557151884321691,7605
ZEC-AUD,1557151884375694,6397
ZEC-AUD,1557151885235702,6718
ZEC-AUD,1557151885364695,6718
ZEC-AUD,1557151885364695,6718
ETH-AUD,1557151885366707,18397
ZEC-AUD,1557151885867700,6343
LTC-AUD,1557151886250713,7616
LTC-AUD,1557151886359699,7616
LTC-AUD,1557151886368701,7444
BTC-AUD,1557151887374716,564950
LTC-AUD,1557151887501705,7616
BTC-AUD,1557151887763710,563238
BTC-AUD,1557151887845705,563238
BTC-AUD,1557151887845706,563238
BTC-AUD,1557151887845707,563238
BTC-AUD,1557151888282708,562687
ZEC-AUD,1557151888282714,6726
ZEC-AUD,1557151888583708,6726
BTC-AUD,1557151888584711,563239
BTC-AUD,1557151888584711,562687
BTC-AUD,1557151888584712,563239
BTC-AUD,1557151888584712,562687
BTC-AUD,1557151888584713,562687
BTC-AUD,1557151889284724,562102
BTC-AUD,1557151889393711,562102
BTC-AUD,1557151889393711,562102
ETH-AUD,1557151889907725,18419
ZEC-AUD,1557151889907732,6330
ZEC-AUD,1557151890068715,6726
ETH-AUD,1557151890089714,18419
ZEC-AUD,1557151890408722,6331
ZEC-AUD,1557151890548716,6331
ZEC-AUD,1557151890548717,6331
ZEC-AUD,1557151890548718,6331
ETH-AUD,1557151891424721,18690
ETH-AUD,1557151891424722,18690
BTC-AUD,1557151891417724,564955
BTC-AUD,1557151891512720,564955
ETH-AUD,1557151891792741,18725
ETH-AUD,1557151891888721,18725
ETH-AUD,1557151891888722,18725
ETH-AUD,1557151891888723,18725
ETH-AUD,1557151892420739,18483
ETH-AUD,1557151892683724,18483
ETH-AUD,1557151892683725,18483
ETH-AUD,1557151892683724,18483
ETH-AUD,1557151892683728,18697
ETH-AUD,1557151892823737,18730
ETH-AUD,1557151892905725,18730
ETH-AUD,1557151892905725,18730
ETH-AUD,1557151892905726,18697
ETH-AUD,1557151892906726,18697
ETH-AUD,1557151892921745,18513
ETH-AUD,1557151893081726,18513
LTC-AUD,1557151893323729,7608
LTC-AUD,1557151893534728,7608
LTC-AUD,1557151893534728,7608
BTC-AUD,1557151893826746,563234
BTC-AUD,1557151893972729,563234
BTC-AUD,1557151893972730,563234
BTC-AUD,1557151893972731,563234
LTC-AUD,1557151895330749,7599
ZEC-AUD,1557151895429742,6304
BTC-AUD,1557151895429748,564946
ZEC-AUD,1557151895429750,6301
LTC-AUD,1557151895759736,7599
LTC-AUD,1557151895759736,7599
BTC-AUD,1557151895832742,562113
LTC-AUD,1557151895932755,7424
BTC-AUD,1557151896063737,564946
ZEC-AUD,1557151896365739,6304
ZEC-AUD,1557151896365739,6301
ZEC-AUD,1557151896365739,6301
BTC-AUD,1557151896398739,562113
ZEC-AUD,1557151896335750,6697
BTC-AUD,1557151896432740,562113
LTC-AUD,1557151896508743,7424
LTC-AUD,1557151896508743,7424
ZEC-AUD,1557151896597740,6697
LTC-AUD,1557151896934747,7434
ZEC-AUD,1557151896934756,6321
LTC-AUD,1557151896988741,7434
ZEC-AUD,1557151896996741,6321
ZEC-AUD,1557151896996743,6697
ZEC-AUD,1557151897029742,6697
ZEC-AUD,1557151898343749,6717
BTC-AUD,1557151898343751,563773
ZEC-AUD,1557151898438754,6314
ZEC-AUD,1557151898460747,6717
ZEC-AUD,1557151898460747,6717
BTC-AUD,1557151898476747,563773
BTC-AUD,1557151898476747,563773
ZEC-AUD,1557151898604747,6314
ZEC-AUD,1557151898604748,6314
ZEC-AUD,1557151898604749,6314
ETH-AUD,1557151898844764,18740
ETH-AUD,1557151899226750,18740
ETH-AUD,1557151899226751,18740
ETH-AUD,1557151899226752,18740
ETH-AUD,1557151899440763,18529
ETH-AUD,1557151899546751,18529
ETH-AUD,1557151899638753,18529
ETH-AUD,1557151900288755,18529
BTC-AUD,1557151900443772,564386
ETH-AUD,1557151900443775,18538
ETH-AUD,1557151900541755,18538
ETH-AUD,1557151900541755,18538
BTC-AUD,1557151900558755,564386
ETH-AUD,1557151900944761,18576
BTC-AUD,1557151900944766,564949
ZEC-AUD,1557151900944776,6283
BTC-AUD,1557151901062757,564949
ZEC-AUD,1557151901084757,6283
ETH-AUD,1557151901089757,18576
ETH-AUD,1557151901089758,18576
BTC-AUD,1557151901572761,564949
LTC-AUD,1557151901859778,7572
LTC-AUD,1557151901953763,7447
LTC-AUD,1557151901975761,7572
LTC-AUD,1557151901975762,7572
LTC-AUD,1557151902359768,7564
ETH-AUD,1557151902359774,18704
ZEC-AUD,1557151902458770,6278
LTC-AUD,1557151902535763,7447
LTC-AUD,1557151902535764,7572
BTC-AUD,1557151902572764,564949
LTC-AUD,1557151902573763,7564
LTC-AUD,1557151902573763,7564
ETH-AUD,1557151902573763,18704
BTC-AUD,1557151902861765,563799
LTC-AUD,1557151902861766,7568
ETH-AUD,1557151902861768,18707
ZEC-AUD,1557151902884764,6278
ZEC-AUD,1557151902884764,6278
ETH-AUD,1557151902976765,18707
ETH-AUD,1557151902976765,18707
LTC-AUD,1557151902985765,7568
LTC-AUD,1557151902985765,7568
BTC-AUD,1557151903026766,563799
BTC-AUD,1557151903165766,563799
ETH-AUD,1557151903443768,18704
BTC-AUD,1557151903472768,563799
ZEC-AUD,1557151903478782,6291
ZEC-AUD,1557151903726768,6291
ZEC-AUD,1557151903726769,6291
ZEC-AUD,1557151903726770,6291
ETH-AUD,1557151903863776,18716
ZEC-AUD,1557151903863783,6729
ETH-AUD,1557151903922770,18704
ETH-AUD,1557151903922770,18716
ETH-AUD,1557151903922771,18704
ETH-AUD,1557151903922771,18716
ETH-AUD,1557151903922772,18716
ZEC-AUD,1557151903949769,6729
ZEC-AUD,1557151903949770,6729
ZEC-AUD,1557151903949769,6729
LTC-AUD,1557151904008779,7423
ZEC-AUD,1557151904128771,6304
ZEC-AUD,1557151904189770,6304
LTC-AUD,1557151904234770,7423
LTC-AUD,1557151904234770,7423
ZEC-AUD,1557151904237771,6304
LTC-AUD,1557151904754774,7435
LTC-AUD,1557151904771773,7435
LTC-AUD,1557151904771774,7435
ZEC-AUD,1557151905381789,6757
ZEC-AUD,1557151905477775,6757
ZEC-AUD,1557151905477775,6757
LTC-AUD,1557151905538777,7403
BTC-AUD,1557151905538792,565488
BTC-AUD,1557151905643775,565488
LTC-AUD,1557151905669775,7403
LTC-AUD,1557151905669775,7403
BTC-AUD,1557151905951778,565488
BTC-AUD,1557151905952777,565488
ETH-AUD,1557151906041793,18611
ETH-AUD,1557151906180777,18611
ETH-AUD,1557151906180777,18611
BTC-AUD,1557151906886781,563764
ZEC-AUD,1557151906942782,6736
ZEC-AUD,1557151906942783,6736
BTC-AUD,1557151906959780,563764
BTC-AUD,1557151906959780,563764
BTC-AUD,1557151907044794,566070
BTC-AUD,1557151907207781,566070
BTC-AUD,1557151907207781,566070
BTC-AUD,1557151907387795,564350
BTC-AUD,1557151907619783,564350
LTC-AUD,1557151372016672,7785
LTC-AUD,1557151372112678,7675
ETH-AUD,1557151372181674,18501
LTC-AUD,1557151372192673,7675
LTC-AUD,1557151372192673,7675
ZEC-AUD,1557151567420443,6737
ZEC-AUD,1557151567420444,6737
ZEC-AUD,1557151567420445,6737
LTC-AUD,1557151682911900,7556
BTC-AUD,1557151682969898,556217
BTC-AUD,1557151682969899,556217
BTC-AUD,1557151682969898,556217
LTC-AUD,1557151682984898,7543
LTC-AUD,1557151682984899,7556
LTC-AUD,1557151682984899,7543
ZEC-AUD,1557151356848615,6838
ZEC-AUD,1557151356848619,6839
ZEC-AUD,1557151356923612,6838
ZEC-AUD,1557151356923613,6838
ZEC-AUD,1557151356924612,6839
ZEC-AUD,1557151356924613,6839
BTC-AUD,1557151357051622,547793
ZEC-AUD,1557151357051624,6990
ZEC-AUD,1557151357125613,6990
ZEC-AUD,1557151357125613,6990
BTC-AUD,1557151357131613,547793
LTC-AUD,1557151357674617,7769
LTC-AUD,1557151357854622,7858
LTC-AUD,1557151357923616,7858
LTC-AUD,1557151357923616,7858
ETH-AUD,1557151358061637,18491
LTC-AUD,1557151358254618,7769
ETH-AUD,1557151358413618,18491
ETH-AUD,1557151358413619,18491
ETH-AUD,1557151358561623,18510
LTC-AUD,1557151358561633,7754
LTC-AUD,1557151358877620,7754
LTC-AUD,1557151358877621,7754
LTC-AUD,1557151358877622,7754
ETH-AUD,1557151358881620,18510
ETH-AUD,1557151358881620,18510
LTC-AUD,1557151359062627,7749
LTC-AUD,1557151359312622,7749
LTC-AUD,1557151359312623,7749
LTC-AUD,1557151359312624,7749
BTC-AUD,1557151359350624,547793
BTC-AUD,1557151359769624,547793
LTC-AUD,1557151360365628,7827
LTC-AUD,1557151360365632,7838
BTC-AUD,1557151360365635,556064
BTC-AUD,1557151360365639,556075
LTC-AUD,1557151360562627,7827
LTC-AUD,1557151360562627,7838
LTC-AUD,1557151360562627,7838
ETH-AUD,1557151457848015,18929
BTC-AUD,1557151360649627,556064
BTC-AUD,1557151360649628,556064
BTC-AUD,1557151360649628,556075
BTC-AUD,1557151360649628,556075
ZEC-AUD,1557151360687627,7028
ZEC-AUD,1557151360687627,7028
BTC-AUD,1557151360711628,556064
LTC-AUD,1557151360769628,7827
ZEC-AUD,1557151361065636,7019
ZEC-AUD,1557151361439631,7019
ZEC-AUD,1557151361439631,7019
BTC-AUD,1557151361874649,557189
ETH-AUD,1557151362069644,18514
ETH-AUD,1557151362069648,18511
BTC-AUD,1557151362377635,557753
ETH-AUD,1557151362398635,18514
ETH-AUD,1557151362398635,18514
ETH-AUD,1557151362398635,18511
ETH-AUD,1557151362398635,18511
LTC-AUD,1557158221676971,0
LTC-AUD,1557158221723971,0
ZEC-AUD,1557158221760972,0
ZEC-AUD,1557158221783972,0
ZEC-AUD,1557158221799972,0
ETH-AUD,1557158221811972,0
ETH-AUD,1557158221824972,0
ETH-AUD,1557158221840972,0
ETH-AUD,1557158221859972,0
BTC-AUD,1557151214529060,547442
LTC-AUD,1557151214925062,7914
LTC-AUD,1557151215438057,7895
ETH-AUD,1557151215550067,18725
LTC-AUD,1557151216058053,7791
LTC-AUD,1557151216058053,7593
ZEC-AUD,1557151216054056,6989
LTC-AUD,1557151216054067,7854
LTC-AUD,1557151216077053,7630
LTC-AUD,1557151216077053,7689
LTC-AUD,1557151216077053,0
LTC-AUD,1557151216077053,7789
BTC-AUD,1557151216092053,0
BTC-AUD,1557151216110053,0
LTC-AUD,1557151216128053,0
ZEC-AUD,1557151216168053,6988
BTC-AUD,1557151216293054,547442
BTC-AUD,1557151216293054,547442
BTC-AUD,1557151362435634,557189
BTC-AUD,1557151362435634,557189
BTC-AUD,1557151362513634,557753
ETH-AUD,1557151363382658,18907
ETH-AUD,1557151363559638,18907
ETH-AUD,1557151363559639,18907
ETH-AUD,1557151363889644,18906
ETH-AUD,1557151364015640,18906
ETH-AUD,1557151364015641,18906
ETH-AUD,1557151457848016,18929
ETH-AUD,1557151457848016,18923
LTC-AUD,1557151225195091,7856
LTC-AUD,1557151225195092,7856
ETH-AUD,1557151225228091,18885
LTC-AUD,1557151225510104,7929
ZEC-AUD,1557151225669091,6970
ZEC-AUD,1557151225669092,6970
ZEC-AUD,1557151458096032,6775
ETH-AUD,1557151458248013,18914
ZEC-AUD,1557151458257013,6775
ZEC-AUD,1557151458257013,6775
ZEC-AUD,1557151225669093,6970
ZEC-AUD,1557151225669094,6970
LTC-AUD,1557151225762091,7929
LTC-AUD,1557151225762091,7929
LTC-AUD,1557151226276096,7495
LTC-AUD,1557151226276097,7495
ETH-AUD,1557151226817100,18610
ETH-AUD,1557151226817101,18610
ETH-AUD,1557151226817102,18610
ZEC-AUD,1557151227018099,7062
ZEC-AUD,1557151227102099,7062
ZEC-AUD,1557151227102100,7062
ZEC-AUD,1557151227102101,7062
LTC-AUD,1557151227520100,7890
LTC-AUD,1557151227520116,7888
LTC-AUD,1557151228023118,7896
LTC-AUD,1557151228079101,7890
LTC-AUD,1557151228079102,7890
LTC-AUD,1557151228079103,7512
LTC-AUD,1557151228079103,7890
LTC-AUD,1557151228079104,7890
LTC-AUD,1557151228079104,7888
ZEC-AUD,1557151216263054,0
ZEC-AUD,1557151216292054,6994
ETH-AUD,1557151216334054,18405
LTC-AUD,1557151682984900,7543
LTC-AUD,1557151683406906,7527
LTC-AUD,1557151683472902,7527
LTC-AUD,1557151683472903,7527
LTC-AUD,1557151683472904,7527
LTC-AUD,1557151683502902,7551
ETH-AUD,1557151684326912,18442
ETH-AUD,1557151684326916,18448
BTC-AUD,1557151684416921,562960
ETH-AUD,1557151684609905,18442
ETH-AUD,1557151216339054,0
ETH-AUD,1557151684609905,18442
ETH-AUD,1557151684609905,18448
ETH-AUD,1557151684609905,18448
BTC-AUD,1557151684616905,562960
BTC-AUD,1557151684616905,562960
ZEC-AUD,1557151684926913,6500
ZEC-AUD,1557151684926917,6496
ETH-AUD,1557151216397054,0
ZEC-AUD,1557151685216907,6500
ZEC-AUD,1557151685216907,6496
ZEC-AUD,1557151685216907,6496
ZEC-AUD,1557151685950925,6500
